Магазин;Координаты;Дата и время;Товар;Производитель;Номер карты;Количество;Цена
DNS;60.000317, 30.210136;2024-09-17T16:13;колонки;jbl;2200 5610 5306 2971;2;48338
Яндекс Маркет;59.904928, 30.316752;2024-09-30T09:11;джинсы;diesel;4306 4371 8330 6218;1;3689
М.Видео;60.002106, 30.272001;2024-10-27T17:45;планшет;apple;2200 5684 3514 9915;4;101704
Спортмастер;59.739453, 30.621549;2024-02-18T14:34;шорты;asics;2200 5615 9148 1050;2;6996
Ситилинк мини;60.066263, 30.338161;2024-03-29T12:51;мышь;hp;2200 5612 9947 5221;5;12525
М.Видео;59.933146, 30.437312;2024-11-10T12:55;телевизор;panasonic;2200 7075 1672 2729;3;91146
Эльдорадо;60.052467, 30.331196;2024-09-21T18:12;проектор;sony;2200 5666 6052 4871;7;338128
Пятёрочка;59.942282, 30.272288;2024-05-18T08:45;кефир;Чудо;2200 5682 3716 4523;5;145
Магнит;59.996785, 30.273699;2024-05-12T19:50;ряженка;ВкусВилл;2200 5654 7291 9078;2;52
Гипер Лента;59.80853, 30.320981;2024-02-16T19:09;консервы;Лесной Гурман;2200 5688 6335 6501;7;525
DNS;60.000317, 30.210136;2024-09-15T18:39;плеер;jvc;4306 4397 5037 4719;7;47642
Магнит;59.94671, 30.27132;2024-01-02T19:47;кефир;Активиа;2200 5664 7343 8356;5;470
Азбука daily;59.941794, 30.36652;2024-07-13T11:31;конфеты;Lindt;2200 4035 7963 1435;5;1180
DNS;59.966019, 30.312325;2024-10-12T11:51;наушники беспроводные;huawei;2202 2032 6561 1083;2;16478
Яндекс Маркет;59.950423, 30.23407;2024-05-10T08:22;футболка;nike;2200 5617 6467 3172;7;17969
ВкусВилл;59.957779, 30.29945;2024-04-01T17:10;кефир;Danone;2200 5675 5091 7196;4;412
Яндекс Маркет;59.927911, 30.321221;2024-10-24T10:29;куртка;wrangler;4306 4336 2180 4749;1;7019
Ситилинк;58.539616, 31.262941;2024-01-11T16:10;наушники;jbl;2200 5653 8493 2074;5;73500
Finn Flare;59.98751, 30.355049;2024-12-30T17:41;футболка;uniqlo;2200 5624 1404 4555;2;1984
Спортмастер;59.927602, 30.360711;2024-01-24T16:51;бейсболка;vans;2200 7044 4210 5177;1;1543
О'кей;59.829416, 30.38303;2024-09-11T14:20;молоко;Савушкин продукт;2200 5634 9851 5592;6;150
М.Видео;59.881219, 30.317233;2024-03-18T19:33;умные часы;polar;2200 5684 3303 8238;4;34172
Wildberries;59.937214, 30.278256;2024-03-31T11:57;джинсы;gap;2200 5614 5321 3660;2;9476
Ситилинк;59.907448, 29.77502;2024-10-10T09:18;усилитель;onkyo;2200 4075 7899 3809;2;68148
Wildberries;59.941395, 30.350564;2024-10-04T16:52;кроссовки;kappa;2200 5623 3626 7684;2;11538
Твоё;59.94575, 30.474457;2024-09-30T14:48;ремень;timberland;5112 2375 8894 2137;3;9303
Красное&Белое;59.920045, 30.341254;2024-04-06T11:02;йогурт;Агуша;2200 5689 7695 1072;4;308
Wildberries;59.973965, 30.390726;2024-02-18T09:15;брюки;salomon;5112 2376 1933 3779;6;50658
Ситилинк;59.854315, 30.350294;2024-01-12T20:30;саундбар;jbl;2200 4087 5598 8881;4;142380
Finn Flare;59.793288, 30.33353;2024-06-21T11:13;спортивные брюки;under armour;2200 5690 1306 2744;6;18048
Пятёрочка;59.94252, 30.261257;2024-05-31T18:43;овсянка;Quaker;2202 2066 8943 7648;7;1015
М.Видео;59.742865, 30.472608;2024-07-21T16:01;микроволновка;lg;2200 5660 6183 4556;5;26565
Пятёрочка;59.922979, 30.333794;2024-12-03T17:25;творог;Агуша;2200 4091 2779 7968;4;216
Красное&Белое;59.964, 30.280001;2024-07-16T12:30;снеки;Pringles;4306 4330 1224 9757;6;540
Пятёрочка;59.928499, 30.30492;2024-04-18T11:53;консервы;Heinz;2200 5646 9596 4722;6;1332
Красное&Белое;59.931798, 30.368806;2024-06-05T12:25;шоколад;Nestle;2200 5663 6976 3256;7;833
О'кей;59.739226, 30.622659;2024-11-08T09:00;масло;Президент;5112 2372 1526 2729;7;1498
Ситилинк;59.878086, 30.442428;2024-02-19T10:52;монитор;dell;4306 4345 1757 3937;5;60205
Красное&Белое;59.918328, 30.296593;2024-12-31T15:33;молоко;Село Зеленое;2200 5621 4967 6228;4;156
DNS;60.001976, 30.272866;2024-02-21T19:56;наушники;bang & olufsen;5211 9474 6281 3260;2;24892
Wildberries;59.933279, 30.323711;2024-04-21T09:43;джинсы;gap;2200 5674 1243 5277;3;9138
Пятёрочка;59.911656, 30.282913;2024-07-31T12:11;соусы;Knorr;5112 2330 3287 2633;5;700
Эльдорадо;59.993033, 30.353408;2024-04-06T16:48;колонки;bose;2200 5637 1335 4090;3;71097
Красное&Белое;59.918754, 30.346255;2024-02-03T10:48;конфеты;Mars;5112 2390 2815 4948;2;220
Перекрёсток;59.869137, 30.158605;2024-09-30T14:46;шоколад;Красный Октябрь;2200 5637 6402 9841;4;664
О'кей;60.059238, 30.33575;2024-11-01T13:09;масло;Простоквашино;5112 2392 8720 7606;6;336
М.Видео;59.933146, 30.437312;2024-04-25T08:45;наушники;vivo;5112 2351 2599 7562;7;24171
ВкусВилл;60.009007, 30.259519;2024-12-05T12:17;курица;Perdue;2200 5643 5887 6826;7;1736
ВкусВилл;60.080142, 30.344399;2024-05-31T15:47;соусы;Махеев;4306 4390 1536 2502;1;107
Wildberries;59.936152, 30.380481;2024-07-22T19:17;пуховик;moncler;5112 2331 6765 9287;2;174554
Мини Лента;59.956293, 30.308267;2024-06-03T08:21;творог;Савушкин продукт;5112 2380 9275 9400;2;94
Яндекс Маркет;59.988714, 30.255123;2024-10-13T20:59;футболка;columbia;5112 2355 3787 6358;6;8844
О'Кей;59.989069, 30.225281;2024-06-20T09:46;хлопья;Nestle;4039 3350 4663 2845;7;1148
Ситилинк мини;60.066263, 30.338161;2024-08-17T19:58;клавиатура;acer;2200 4041 6180 7842;5;15125
DNS;60.001976, 30.272866;2024-03-10T14:42;материнская плата;amd;2200 5658 8080 5326;5;81195
Красное&Белое;59.934256, 30.362184;2024-03-31T16:16;творог;Президент;5112 2330 9536 5086;1;178
Яндекс Маркет;59.902348, 30.275327;2024-05-25T20:25;шоколад;Красный Октябрь;2200 7017 6812 3558;6;1404
М.Видео;59.926606, 30.361724;2024-06-01T09:27;телевизор;tcl;2202 2078 2285 9620;3;103485
Азбука daily;59.90529, 30.314909;2024-05-16T20:20;супы;Campbell's;2202 2093 3609 7950;3;582
О'кей;60.003013, 30.227407;2024-02-23T13:15;кефир;Бежин луг;5112 2355 1723 6260;3;102
Спортмастер;59.849006, 30.145713;2024-01-11T12:02;футболка;under armour;4306 4347 4877 7074;2;4636
Твоё;59.582113, 30.147388;2024-10-24T18:01;рюкзак;mammut;2200 5663 5968 7207;3;33861
Street Beat;59.849421, 30.143941;2024-04-14T10:38;галстук;dolce & gabbana;4377 7312 7803 8718;6;114180
Wildberries;59.963016, 30.269694;2024-08-12T18:37;рюкзак;patagonia;5112 2339 7159 1774;3;27402
restore:;59.941932, 30.27508;2024-05-02T13:26;проектор;sharp;5112 2363 5543 1389;1;39181
О'кей;59.882218, 30.315978;2024-05-05T16:32;соус;Махеевъ;2200 5615 6951 7069;5;845
Технополис Политехнический;60.006052, 30.379113;2024-10-18T10:19;утюг;toshiba;2202 2087 4290 3183;3;11550
DNS;59.903088, 29.768237;2024-07-22T14:16;зарядное устройство;huawei;2200 4075 8727 2723;1;1474
Перекрёсток;60.072069, 30.340344;2024-01-28T18:44;колбасы;Валми;5112 2310 9796 7800;4;1220
Твоё;59.819906, 30.318355;2024-09-13T10:24;брюки;asics;4306 4379 8621 8518;5;13665
Ситилинк;59.830638, 30.384687;2024-01-05T11:14;планшет;huawei;2200 4023 8036 8474;6;166938
Супер Лента;59.967324, 30.299453;2024-04-21T18:43;горчица;Kraft;2200 5676 1610 5686;5;490
ВкусВилл;59.914832, 30.318451;2024-04-30T09:41;кефир;Савушкин продукт;2200 5630 9010 8204;3;360
DNS;59.926735, 30.321005;2024-11-23T14:02;саундбар;hisense;2200 5625 8530 7966;5;70310
Wildberries;59.867791, 30.312239;2024-09-02T13:57;куртка;moncler;2200 7048 2066 7851;3;170277
Стокманн;59.866927, 30.349829;2024-11-10T16:25;ботинки;columbia;2200 5617 5620 1662;3;20745
Яндекс Маркет;59.93351, 30.323109;2024-08-02T10:22;галстук;balmain;2200 7016 2423 9248;1;15287
Яндекс Маркет;59.918796, 30.332549;2024-05-21T17:36;конфеты;Ferrero;5211 9479 7818 2663;3;921
Красное&Белое;59.964, 30.280001;2024-09-25T19:35;молоко 3.2%;Чудо;5112 2399 8304 6545;3;222
Ситилинк;59.83604, 30.135408;2024-08-07T12:57;проигрыватель;denon;4306 4392 5367 4891;6;167676
Магнит;59.957792, 30.320394;2024-01-02T10:30;сметана;Простоквашино;2200 5634 1269 3215;1;41
ВкусВилл;59.959001, 30.273189;2024-01-23T09:00;йогурт;Простоквашино;2200 5616 3943 3830;4;312
ВкусВилл;59.930532, 30.411229;2024-03-27T10:49;чипсы;Lays;2200 4017 6635 5303;4;568
Эльдорадо;59.825124, 30.380673;2024-05-31T09:52;наушники;sennheiser;2200 5664 3651 8742;3;30156
Красное&Белое;59.92608, 30.352315;2024-04-11T14:38;хлопья;Агрокомплекс;2200 5660 5075 2718;5;845
Wildberries;59.911689, 30.321351;2024-04-22T20:48;кроссовки;reebok;2200 5641 9380 8235;7;41993
Перекрёсток;59.878475, 29.86046;2024-09-10T19:47;крупы;Лесной Гурман;2200 4072 5895 2484;7;427
DNS;59.99765, 29.765664;2024-11-25T12:43;проигрыватель;technics;2200 4091 7752 1747;5;158455
Яндекс Маркет;59.944535, 30.287526;2024-09-07T14:49;кефир;Простоквашино;2200 5631 7714 4226;5;185
Перекрёсток;59.832724, 30.415057;2024-07-26T21:20;масло;Домик в деревне;4306 4325 1372 7824;4;964
Мини Лента;59.979602, 30.377945;2024-08-20T10:37;батончики;Kellogg's;4306 4355 9475 7043;6;606
Красное&Белое;59.9059, 30.276557;2024-02-24T19:03;десерты;Красный Октябрь;4377 7318 1146 8882;7;1302
Гипер Лента;59.841239, 30.48442;2024-05-01T16:04;сосиски;Останкинское;2200 5664 5112 5662;6;1278
Глобус;59.959877, 30.440341;2024-03-21T09:44;молоко 1.5%;Домик в деревне;5112 2378 9392 3669;1;80
ВкусВилл;59.870897, 30.381458;2024-01-21T07:53;газированные напитки;PepsiCo;4306 4397 3271 7166;1;93
Rendez-Vous;59.849031, 30.143605;2024-07-12T20:43;шорты;new balance;4306 4338 2632 4228;6;23178
Магнит;59.889418, 30.320118;2024-10-16T16:23;овсянка;General Mills;4306 4378 9249 7183;5;760
Супер Лента;59.740471, 30.58326;2024-04-25T18:02;йогурт;Агуша;2200 5668 4665 2998;1;80
Пятёрочка;59.96092, 30.331526;2024-02-17T14:29;шоколад;Чумак;2200 5659 1626 4019;7;609
Спортмастер Pro;59.825163, 30.31919;2024-06-29T15:34;свитер;versace;2200 7093 6558 3078;7;147049
Магнит;59.915108, 30.324354;2024-05-09T14:11;шоколад;Mars;2200 7091 9576 4924;6;624
Яндекс Маркет;59.918796, 30.332549;2024-09-12T11:48;масло;Чудо;5389 9483 2852 2468;7;441
Ситилинк;59.945846, 30.27645;2024-08-11T21:12;колонки;sony;2200 4033 2188 4973;5;88440
Гипер Лента;59.990629, 30.659102;2024-05-08T14:24;десерты;Ferrero;4306 4318 9818 4726;5;890
Яндекс Маркет;59.941712, 30.34288;2024-07-19T18:17;йогурт;Yoplait;2200 5641 9932 6692;3;300
Спортмастер;59.927602, 30.360711;2024-03-30T15:08;футболка;mizuno;2200 5649 9348 2558;3;7248
Гипер Лента;60.031442, 30.435033;2024-06-27T11:54;сметана;Чудо;2200 5686 6762 1051;6;318
Яндекс Маркет;59.907497, 30.319287;2024-08-20T15:02;пальто;h&m;4306 4343 6550 8635;1;7727
Магнит;59.889418, 30.320118;2024-02-11T17:03;кефир;Активиа;2200 5693 6274 4818;1;78
Перекрёсток;59.985776, 30.219771;2024-03-14T11:35;кефир;Простоквашино;2200 7057 5002 9386;3;84
Яндекс Маркет;59.940391, 30.264532;2024-04-11T21:52;хлопья;General Mills;4306 4341 7555 4916;7;938
Wildberries;59.911851, 30.350042;2024-01-23T14:12;куртка;hummel;2200 5651 4448 2122;7;37240
О'кей;59.829416, 30.38303;2024-07-16T09:35;приправы;McCormick;2200 5654 9174 4760;6;660
Эльдорадо;59.818426, 30.317304;2024-09-17T15:56;колонки;kef;2202 2026 4993 2504;1;26578
DNS;59.950769, 30.47365;2024-12-08T12:08;пылесос;philips;2200 5613 3592 4206;6;31476
М.Видео;59.933146, 30.437312;2024-07-14T11:55;саундбар;sennheiser;5228 6071 1979 5942;3;112848
Спортмастер Pro;60.003644, 30.301632;2024-08-06T16:20;джинсы;wrangler;2200 5617 1826 6109;5;22700
ВкусВилл;60.000692, 30.208236;2024-03-24T16:11;кефир;Бежин луг;4306 4359 1726 4639;5;130
Яндекс Маркет;59.999764, 30.216236;2024-03-04T07:16;куртка;columbia;2200 7064 2059 2544;4;60336
Технопарк Санкт-Петербурга;59.969174, 30.314997;2024-07-12T11:33;стиральная машина;bosch;2200 5643 3474 3897;1;38722
Технопарк Арсенал;59.964016, 30.363991;2024-03-19T15:12;камера;lg;4306 4394 8076 5494;4;72808
Ситилинк;59.999234, 30.360068;2024-05-12T15:57;пылесос;panasonic;4306 4368 4765 1858;4;24344
Магнит;59.915108, 30.324354;2024-06-05T17:25;йогурт;ФрутоНяня;5112 2314 5546 6857;1;85
Street Beat;59.849421, 30.143941;2024-06-02T10:58;кроссовки;skechers;2200 5676 9611 7132;3;16056
Магнит;59.983826, 30.348758;2024-01-01T11:08;бекон;Велком;2202 2067 7811 6605;3;756
Спортмастер;59.991377, 30.206595;2024-01-28T13:12;свитер;ralph lauren;2202 2018 6331 3523;5;123345
О'кей;59.739226, 30.622659;2024-05-02T16:49;десерты;Lindt;4306 4329 3644 8626;7;1316
Яндекс Маркет;59.905076, 30.31089;2024-01-27T15:27;джинсы;gap;4039 3366 1915 7732;1;3005
О'кей;60.014426, 30.388464;2024-03-03T07:26;масло;Село Зеленое;2200 5641 4401 7683;6;324
Пятёрочка;59.912986, 30.297843;2024-08-31T12:33;творог;Вкуснотеево;2200 5651 3048 8565;3;474
Lichi;59.926633, 30.360653;2024-11-03T11:04;свитер;versace;2200 5639 5357 1861;4;92784
Магнит;59.983826, 30.348758;2024-04-04T10:34;овсянка;Quaker;4306 4389 3661 1721;4;588
Мини Лента;59.835748, 30.116541;2024-10-21T17:32;десерты;Рот Фронт;2200 5663 5440 6012;2;384
М.Видео;59.933146, 30.437312;2024-06-03T18:25;роутер;asus;2200 5613 5551 5944;3;8595
Азбука вкуса;59.889048, 30.318909;2024-03-12T08:48;йогурт;Президент;2200 4054 5587 7588;1;71
Яндекс Маркет;59.928636, 30.318095;2024-10-06T17:05;творог;Агуша;2200 5664 1325 1797;2;96
Магнит;59.927054, 30.414157;2024-12-10T10:09;молоко 1.5%;Домик в деревне;2200 5661 3350 9009;2;160
Яндекс Маркет;59.928934, 30.372426;2024-10-27T18:18;творог;Yoplait;2200 7089 3128 2574;5;1015
Эльдорадо;59.908657, 30.483854;2024-06-27T11:34;датчик сердечного ритма;garmin;2200 7015 5117 1567;3;13824
ВкусВилл;59.944576, 30.358772;2024-05-11T18:43;молоко 1.5%;Валио;2200 7024 1955 1252;7;217
Перекрёсток;59.915057, 30.347885;2024-01-16T11:36;творог;Домик в деревне;5112 2396 7947 7606;5;185
DNS;59.932125, 30.354146;2024-06-18T14:10;фотоаппарат;sigma;5112 2365 5547 2182;7;1409891
Гипер Лента;59.730037, 30.615381;2024-11-15T15:26;конфеты;Ferrero;5112 2342 9017 7533;1;232
М.Видео;59.988312, 30.353415;2024-04-13T15:35;микроволновка;lg;2200 7018 4861 2913;2;23008
Твоё;59.853142, 30.339315;2024-01-09T12:04;куртка;pull&bear;2202 2021 1418 9834;4;18136
Пятёрочка;59.922247, 30.292433;2024-12-14T07:59;мясные продукты;Tyson;4306 4362 1197 9994;3;1002
Мини Лента;59.835748, 30.116541;2024-04-22T11:35;молоко 3.2%;Вкуснотеево;5228 6020 7561 6528;7;553
Яндекс Маркет;59.927911, 30.321221;2024-11-06T07:36;толстовка;new era;2202 2021 6362 7600;5;23035
М.Видео;59.988312, 30.353415;2024-04-12T10:51;фотоаппарат;olympus;4039 3342 4374 4568;2;361754
М.Видео;59.910635, 30.445592;2024-09-15T11:06;фотоаппарат;sigma;2200 5633 9835 7982;6;1352028
О'кей;59.999622, 30.272251;2024-01-29T15:24;кефир;Ehrmann;4306 4320 1650 9615;1;37
Rendez-Vous;59.79258, 30.333326;2024-10-13T08:31;куртка;pull&bear;2200 5697 2747 4687;4;22768
Яндекс Маркет;59.928546, 30.345324;2024-01-22T14:27;куртка;canada goose;2200 5693 9648 2910;4;275004
DNS;60.005625, 30.299887;2024-04-01T13:22;проектор;sony;2202 2036 8500 7002;4;193780
Wildberries;59.937617, 30.242825;2024-09-08T11:42;поло;lacoste;4306 4375 5810 8469;1;5187
Пятёрочка;59.957, 30.355012;2024-06-18T16:29;соки;Coca-Cola;2200 5676 4447 8750;6;672
Пятёрочка;59.961332, 30.307346;2024-10-26T20:03;батончики;Kellogg's;2200 4071 1165 5283;3;471
Пятёрочка;59.911314, 30.28983;2024-08-31T10:25;йогурт;Danone;2200 4052 3464 6073;4;244
М.Видео;59.912482, 30.319569;2024-02-21T17:47;наушники;harman kardon;2200 5666 1844 7277;7;87794
Пятёрочка;59.904705, 30.325356;2024-09-18T10:32;батончики;Здорово;2202 2063 3389 1256;1;136
Ситилинк;59.916225, 30.512302;2024-09-18T10:48;холодильник;lg;5112 2329 4859 7199;6;185028
